api_key,market,namespace,field,group,adoption_priority,adoption_mode,dataset_lane,quality_gate,replaces_twse_tpex_primary,stockvision_use
hk_key_metrics:tax_burden,hk,hk_key_metrics,tax_burden,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:interest_burden,hk,hk_key_metrics,interest_burden,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:working_capital,hk,hk_key_metrics,working_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:invested_capital,hk,hk_key_metrics,invested_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:return_on_assets,hk,hk_key_metrics,return_on_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:operating_return_on_assets,hk,hk_key_metrics,operating_return_on_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:return_on_tangible_assets,hk,hk_key_metrics,return_on_tangible_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:return_on_equity,hk,hk_key_metrics,return_on_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:return_on_invested_capital,hk,hk_key_metrics,return_on_invested_capital,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:return_on_capital_employed,hk,hk_key_metrics,return_on_capital_employed,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:earnings_yield,hk,hk_key_metrics,earnings_yield,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:free_cash_flow_yield,hk,hk_key_metrics,free_cash_flow_yield,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:capex_to_operating_cash_flow,hk,hk_key_metrics,capex_to_operating_cash_flow,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:capex_to_depreciation,hk,hk_key_metrics,capex_to_depreciation,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:capex_to_revenue,hk,hk_key_metrics,capex_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:sales_general_and_administrative_to_revenue,hk,hk_key_metrics,sales_general_and_administrative_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:research_and_developement_to_revenue,hk,hk_key_metrics,research_and_developement_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:stock_based_compensation_to_revenue,hk,hk_key_metrics,stock_based_compensation_to_revenue,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:intangibles_to_total_assets,hk,hk_key_metrics,intangibles_to_total_assets,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:average_receivables,hk,hk_key_metrics,average_receivables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:average_payables,hk,hk_key_metrics,average_payables,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:average_inventory,hk,hk_key_metrics,average_inventory,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:days_of_sales_outstanding,hk,hk_key_metrics,days_of_sales_outstanding,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:days_of_payables_outstanding,hk,hk_key_metrics,days_of_payables_outstanding,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:days_of_inventory_outstanding,hk,hk_key_metrics,days_of_inventory_outstanding,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:operating_cycle,hk,hk_key_metrics,operating_cycle,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:cash_conversion_cycle,hk,hk_key_metrics,cash_conversion_cycle,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:free_cash_flow_to_equity,hk,hk_key_metrics,free_cash_flow_to_equity,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:free_cash_flow_to_firm,hk,hk_key_metrics,free_cash_flow_to_firm,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:tangible_asset_value,hk,hk_key_metrics,tangible_asset_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_key_metrics:net_current_asset_value,hk,hk_key_metrics,net_current_asset_value,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:open,hk,hk_price,open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:high,hk,hk_price,high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:low,hk,hk_price,low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:close,hk,hk_price,close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:adj_close,hk,hk_price,adj_close,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:adj_open,hk,hk_price,adj_open,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:adj_high,hk,hk_price,adj_high,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:adj_low,hk,hk_price,adj_low,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:adj_pct_change,hk,hk_price,adj_pct_change,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_price:volume,hk,hk_price,volume,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:gross_profit_margin,hk,hk_ratios,gross_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:ebit_margin,hk,hk_ratios,ebit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:ebitda_margin,hk,hk_ratios,ebitda_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:operating_profit_margin,hk,hk_ratios,operating_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:pretax_profit_margin,hk,hk_ratios,pretax_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:continuous_operations_profit_margin,hk,hk_ratios,continuous_operations_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:net_profit_margin,hk,hk_ratios,net_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:bottom_line_profit_margin,hk,hk_ratios,bottom_line_profit_margin,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:receivables_turnover,hk,hk_ratios,receivables_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:payables_turnover,hk,hk_ratios,payables_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
hk_ratios:inventory_turnover,hk,hk_ratios,inventory_turnover,non-US global market,P2,benchmark,research,research_only,False,"future global context, not V4 production core"
